julkaisu_pvm;tuotenimi;malli;tekniset_arvot;tuote_paaryhma_nimi;nimike;viivakoodi;vaaranlaji;tapaus_tulos;tapausnumero;tapauksen_kuvat;muut_tiedot;vastuutaho;asiakirjat;puutteet;paatos
05.03.2014;LVD-JX-23W;JX23W/RL;220V, 23W, E27;Lamput;Induktiolamppu;;Sähkömagneettinen yhteensopimattomuus;Markkinoilta poisto;HAK-20131127-04;http://marek.tukes.fi/Tuote.aspx?kuvaid=21713,http://marek.tukes.fi/Tuote.aspx?kuvaid=21714,http://marek.tukes.fi/Tuote.aspx?kuvaid=21715;Määräyksellä poistaa tuote markkinoilta maahantuoja on velvoitettu lopettamaan tuotteen myynnin ja muun luovuttamisen sekä keräämään sen pois myynnistä. Kuluttajasuojalain mukaan tuotteen saa virheellisenä palauttaa ostopaikkaan, jotta myyjä voi korjata sen vaatimusten mukaiseksi. Ellei korjausta voida tehdä, myyjällä on oikeus antaa korvaava tuote tilalle tai viime kädessä kaupan saa purkaa. Menettelystä on kerrottu tarkemmin kuluttajansuojalaissa.;Lem-Kem Oy ,Maahantuoja,Vieterikatu 11,15700,LAHTI;;Laite saattaa aiheuttaa häiriöitä muille sähkö- ja elektroniikkalaitteille.;Tukesin päätöksellä tuote on määrätty poistettavaksi markkinoilta.
05.03.2014;JX40W/RL220V/20120815;JX40W/RL;220V, 40W, E27;Lamput;Induktiolamppu;;Sähkömagneettinen yhteensopimattomuus;Markkinoilta poisto;HAK-20131127-03;http://marek.tukes.fi/Tuote.aspx?kuvaid=21716,http://marek.tukes.fi/Tuote.aspx?kuvaid=21717,http://marek.tukes.fi/Tuote.aspx?kuvaid=21718;Määräyksellä poistaa tuote markkinoilta maahantuoja on velvoitettu lopettamaan tuotteen myynnin ja muun luovuttamisen sekä keräämään sen pois myynnistä. Kuluttajasuojalain mukaan tuotteen saa virheellisenä palauttaa ostopaikkaan, jotta myyjä voi korjata sen vaatimusten mukaiseksi. Ellei korjausta voida tehdä, myyjällä on oikeus antaa korvaava tuote tilalle tai viime kädessä kaupan saa purkaa. Menettelystä on kerrottu tarkemmin kuluttajansuojalaissa.;Energosave Oy ,Maahantuoja,Itälahdenkatu 23 B,00210,HELSINKI;;Laite saattaa aiheuttaa häiriöitä muille sähkö- ja elektroniikkalaitteille.;Tukesin päätöksellä tuote on määrätty poistettavaksi markkinoilta.
05.03.2014;Emax 3367;4588;DS-20W, 230V, 50Hz, lk I, IP44;Valaisimet ja valaisintarvikkeet;Valonheitin, LED;6430039738737;Sähköisku;Markkinoilta poisto;PER-20131114-02;http://marek.tukes.fi/Tuote.aspx?kuvaid=21777,http://marek.tukes.fi/Tuote.aspx?kuvaid=21778,http://marek.tukes.fi/Tuote.aspx?kuvaid=21779;Määräyksellä poistaa tuote markkinoilta maahantuoja on velvoitettu lopettamaan tuotteen myynnin ja muun luovuttamisen sekä keräämään sen pois myynnistä. Kuluttajasuojalain mukaan tuotteen saa virheellisenä (turvallisuusvaatimusten vastaisena) palauttaa ostopaikkaan, jotta myyjä voi korjata sen vaatimusten mukaiseksi. Ellei korjausta voida tehdä, myyjällä on oikeus antaa korvaava tuote tilalle tai viime kädessä kaupan saa purkaa. Menettelystä on kerrottu tarkemmin kuluttajansuojalaissa.;Blue Import BIM Oy ,Maahantuoja,Hampuntie 12-14,36220,KANGASALA;;Valaisin ei täytä kotelointiluokan IP X4 vaatimuksia.;Tukesin päätöksellä tuote on määrätty poistettavaksi markkinoilta.
05.03.2014;Emax;4584 3366;DS-20W, 230V, lk I, IP65;Valaisimet ja valaisintarvikkeet;Valonheitin, LED;6430039738690;Sähköisku;Myyntikielto;YNS-20131118-01;http://marek.tukes.fi/Tuote.aspx?kuvaid=21403,http://marek.tukes.fi/Tuote.aspx?kuvaid=21404,http://marek.tukes.fi/Tuote.aspx?kuvaid=21405;Myyntikieltopäätöksellä maahantuoja on määrätty lopettamaan tuotteen myynnin ja muun luovuttamisen eli uudet toimitukset jälleenmyyjille. Koska tuotteesta ei aiheudu välitöntä vaaraa hengelle, terveydelle tai omaisuudelle, maahantuojaa ei ole velvoitettu keräämään tätä tuotetta pois jälleenmyyjiltä tai loppukäyttäjiltä. Kuluttaja voi kuitenkin kuluttajasuojalain mukaan palauttaa tuotteen virheellisenä (turvallisuusvaatimusten vastaisena) ostopaikkaan, jotta myyjä voi korjata sen vaatimusten mukaiseksi. Ellei korjausta voi tehdä, on myyjällä oikeus antaa korvaava tuote tilalle tai viime kädessä kaupan saa purkaa. Menettelystä on kerrottu tarkemmin kuluttajansuojalaissa.;Blue Import BIM Oy ,Maahantuoja,Hampuntie 12-14,36220,KANGASALA;;Valaisimen liitäntäjohdon kytkentä ei täytä standardissa EN 60598 annettuja vaatimuksia.;Tukesin päätöksellä tuotteelle on asetettu myyntikielto.
05.03.2014;North Light Oscar 36-4514/18-2640;OCL-213;60W, E27, 220-240V, 50Hz;Valaisimet ja valaisintarvikkeet;Pöytävalaisin;7393173176683;Sähköisku;Myyntikielto;YNS-20131126-05;http://marek.tukes.fi/Tuote.aspx?kuvaid=21906,http://marek.tukes.fi/Tuote.aspx?kuvaid=21907,http://marek.tukes.fi/Tuote.aspx?kuvaid=21910,http://marek.tukes.fi/Tuote.aspx?kuvaid=21908;Myyntikieltopäätöksellä maahantuoja on määrätty lopettamaan tuotteen myynnin ja muun luovuttamisen eli uudet toimitukset jälleenmyyjille. Koska tuotteesta ei aiheudu välitöntä vaaraa hengelle, terveydelle tai omaisuudelle, maahantuojaa ei ole velvoitettu keräämään tätä tuotetta pois jälleenmyyjiltä tai loppukäyttäjiltä. Kuluttaja voi kuitenkin kuluttajasuojalain mukaan palauttaa tuotteen virheellisenä (turvallisuusvaatimusten vastaisena) ostopaikkaan, jotta myyjä voi korjata sen vaatimusten mukaiseksi. Ellei korjausta voi tehdä, on myyjällä oikeus antaa korvaava tuote tilalle tai viime kädessä kaupan saa purkaa. Menettelystä on kerrottu tarkemmin kuluttajansuojalaissa.;Clas Ohlson Oy ,Maahantuoja,Brunnsgatan 10 B,00100,HELSINGFORS;;Tuote ei täytä tuotestandardin EN 60598 mukaisia mekaanisenkestävyyden vaatimuksia.;Tukesin päätöksellä tuotteelle on asetettu myyntikielto.
05.03.2014;Heat;Rattan OCL-215;60W-E27, 220-240V, Ik I, IP44;Valaisimet ja valaisintarvikkeet;Lattiavalaisin;734051801335;Sähköisku,Palo;Markkinoilta poisto;YNS-20131121-02;http://marek.tukes.fi/Tuote.aspx?kuvaid=21901,http://marek.tukes.fi/Tuote.aspx?kuvaid=21902,http://marek.tukes.fi/Tuote.aspx?kuvaid=21904,http://marek.tukes.fi/Tuote.aspx?kuvaid=21903;Määräyksellä poistaa tuote markkinoilta maahantuoja on velvoitettu lopettamaan tuotteen myynnin ja muun luovuttamisen sekä keräämään sen pois myynnistä. Kuluttajasuojalain mukaan tuotteen saa virheellisenä (turvallisuusvaatimusten vastaisena) palauttaa ostopaikkaan, jotta myyjä voi korjata sen vaatimusten mukaiseksi. Ellei korjausta voida tehdä, myyjällä on oikeus antaa korvaava tuote tilalle tai viime kädessä kaupan saa purkaa. Menettelystä on kerrottu tarkemmin kuluttajansuojalaissa.;EGLO Finland Oy ,Maahantuoja,Malmin raitti 17 A,00700,HELSINKI;;Valaisimen liitäntäjohto (H05RN-F 3G1.0mm² 300/500V Zhongshan Guzhen Hongli Cable & Appliance Factory Q060879) ei kestä taivutuskoetta alhaisessa lämpötilassa.;Tukesin päätöksellä tuote on määrätty poistettavaksi markkinoilta.
05.03.2014;Etherma;UT-FA2110W;DS-10W, 220-240V, lk I, IP65;Valaisimet ja valaisintarvikkeet;Valonheitin, LED;;Sähköisku;Markkinoilta poisto;PER-20131118-10;http://marek.tukes.fi/Tuote.aspx?kuvaid=21780,http://marek.tukes.fi/Tuote.aspx?kuvaid=21781,http://marek.tukes.fi/Tuote.aspx?kuvaid=21782,http://marek.tukes.fi/Tuote.aspx?kuvaid=21797;Määräyksellä poistaa tuote markkinoilta maahantuoja on velvoitettu lopettamaan tuotteen myynnin ja muun luovuttamisen sekä keräämään sen pois myynnistä. Kuluttajasuojalain mukaan tuotteen saa virheellisenä (turvallisuusvaatimusten vastaisena) palauttaa ostopaikkaan, jotta myyjä voi korjata sen vaatimusten mukaiseksi. Ellei korjausta voida tehdä, myyjällä on oikeus antaa korvaava tuote tilalle tai viime kädessä kaupan saa purkaa. Menettelystä on kerrottu tarkemmin kuluttajansuojalaissa.;Etherma Skandinavia Oy ,Maahantuoja,Koivupuistontie 16,01510,VANTAA;;Valaisimen liitäntäjohto (H05RN-F 3G1.0mm² QIAOPU) ei kestä taivutuskoetta alhaisessa lämpötilassa.;Tukesin päätöksellä tuote on määrätty poistettavaksi markkinoilta.
05.03.2014;Digital Photo Frame WN-3000;LA-520 (muuntaja);Muuntaja: Input 100-240VAC, 50/60Hz, 0,3A. output: 5VDC, 2000 mA.;Verkkoliitäntäkojeet ja lataus;Verkkoliitäntäkoje, katselulaite;;Sähköisku;Palautusmenettely;YNS-20131127-01;http://marek.tukes.fi/Tuote.aspx?kuvaid=22261,http://marek.tukes.fi/Tuote.aspx?kuvaid=21531,http://marek.tukes.fi/Tuote.aspx?kuvaid=21532,http://marek.tukes.fi/Tuote.aspx?kuvaid=21530;Poista tuote välittömästi käytöstä. Palautusmenettelyn mukaisella päätöksellä maahantuoja on velvoitettu lopettamaan tuotteen myynnin ja muun luovuttamisen sekä keräämään sen pois myynnistä ja myös loppukäyttäjiltä. Kuluttajasuojalain mukaan tuotteen saa virheellisenä (turvallisuusvaatimusten vastaisena) palauttaa ostopaikkaan, jotta myyjä voi korjata sen vaatimusten mukaiseksi. Ellei korjausta voida tehdä, myyjällä on oikeus antaa korvaava tuote tilalle tai viime kädessä kaupan saa purkaa. Menettelystä on kerrottu tarkemmin kuluttajansuojalaissa.;Kokkolan Halpa-Halli Oy ,Maahantuoja,Kaarlelankatu 7,67100,KOKKOLA;;Tuotteen liitäntälaitteen muuntajan ensiö- ja toisiopiirien välinen eristys ei täytä standardissa EN 60598 annettuja vaatimuksia.;Tukesin tekemä palautusmenettelyä koskeva päätös.
05.03.2014;One Light 10112F;3169;DS-12W, 100-240V/12-25VDC, lk II/III, IP44;Valaisimet ja valaisintarvikkeet;Kattovalaisin LED-moduulilla (upotettava);5291889028680;Sähköisku;Markkinoilta poisto;PER-20131120-01;http://marek.tukes.fi/Tuote.aspx?kuvaid=21635,http://marek.tukes.fi/Tuote.aspx?kuvaid=21636,http://marek.tukes.fi/Tuote.aspx?kuvaid=21638,http://marek.tukes.fi/Tuote.aspx?kuvaid=21637,http://marek.tukes.fi/Tuote.aspx?kuvaid=21639;Määräyksellä poistaa tuote markkinoilta maahantuoja on velvoitettu lopettamaan tuotteen myynnin ja muun luovuttamisen sekä keräämään sen pois myynnistä. Kuluttajasuojalain mukaan tuotteen saa virheellisenä (turvallisuusvaatimusten vastaisena) palauttaa ostopaikkaan, jotta myyjä voi korjata sen vaatimusten mukaiseksi. Ellei korjausta voida tehdä, myyjällä on oikeus antaa korvaava tuote tilalle tai viime kädessä kaupan saa purkaa. Menettelystä on kerrottu tarkemmin kuluttajansuojalaissa.;Oversol Oy ,Maahantuoja,Juhana Herttuan Puistokatu 3,20200,TURKU;;Liitäntälaitteessa eristys on puutteellinen, ja aiheuttaa sähköiskun vaaran.;Tukesin päätöksellä tuote on määrätty poistettavaksi markkinoilta.
12.03.2014;Saunia art. 46327 (erä 7/2013);5050 smd WW/ZLV-15-12 (muuntaja);DS-3,6W, 90-250V/12V, lk I/III, IP67/IP65;Valaisimet ja valaisintarvikkeet;LED-valaisin;6416392463271;Sähköisku;Markkinoilta poisto;YNS-20131210-01;http://marek.tukes.fi/Tuote.aspx?kuvaid=22159,http://marek.tukes.fi/Tuote.aspx?kuvaid=22161,http://marek.tukes.fi/Tuote.aspx?kuvaid=22163,http://marek.tukes.fi/Tuote.aspx?kuvaid=22162,http://marek.tukes.fi/Tuote.aspx?kuvaid=22160;Määräyksellä poistaa tuote markkinoilta maahantuoja on velvoitettu lopettamaan tuotteen myynnin ja muun luovuttamisen sekä keräämään sen pois myynnistä. Kuluttajasuojalain mukaan tuotteen saa virheellisenä (turvallisuusvaatimusten vastaisena) palauttaa ostopaikkaan, jotta myyjä voi korjata sen vaatimusten mukaiseksi. Ellei korjausta voida tehdä, myyjällä on oikeus antaa korvaava tuote tilalle tai viime kädessä kaupan saa purkaa. Menettelystä on kerrottu tarkemmin kuluttajansuojalaissa.;Nikkarien Oy ,Maahantuoja,Sarkatie 2,01720,VANTAA;;Tuotteen liitäntälaitteen eristys on puutteellinen.;Tukesin päätöksellä tuote on määrätty poistettavaksi markkinoilta.
06.03.2014;Opal;E148033;500W 220-240V lk I IP54;Valaisimet ja valaisintarvikkeet;Valonheitin;6 413821 480335;Sähköisku;Markkinoilta poisto;PER-20131204-02;http://marek.tukes.fi/Tuote.aspx?kuvaid=21960,http://marek.tukes.fi/Tuote.aspx?kuvaid=21961,http://marek.tukes.fi/Tuote.aspx?kuvaid=21962;Määräyksellä poistaa tuote markkinoilta maahantuoja on velvoitettu lopettamaan tuotteen myynnin ja muun luovuttamisen sekä keräämään sen pois myynnistä. Kuluttajasuojalain mukaan tuotteen saa virheellisenä (turvallisuusvaatimusten vastaisena) palauttaa ostopaikkaan, jotta myyjä voi korjata sen vaatimusten mukaiseksi. Ellei korjausta voida tehdä, myyjällä on oikeus antaa korvaava tuote tilalle tai viime kädessä kaupan saa purkaa. Menettelystä on kerrottu tarkemmin kuluttajansuojalaissa.;Onninen Oy ,Jakelija,Mittalinja 1,01260,VANTAA;;Laitteen sisälle pääsi vettä aiheuttaen sähköiskun vaaran.;Tukesin päätöksellä tuote on määrätty poistettavaksi markkinoilta.
06.03.2014;RST YP-AP seinävalaisin;ST724;40W-G9, 220-240V, Ik I, IP44;Valaisimet ja valaisintarvikkeet;Seinävalaisin;6438014090092;Sähköisku;Markkinoilta poisto;YNS-20131127-03;http://marek.tukes.fi/Tuote.aspx?kuvaid=21929,http://marek.tukes.fi/Tuote.aspx?kuvaid=21930,http://marek.tukes.fi/Tuote.aspx?kuvaid=21932;Määräyksellä poistaa tuote markkinoilta maahantuoja on velvoitettu lopettamaan tuotteen myynnin ja muun luovuttamisen sekä keräämään sen pois myynnistä. Kuluttajasuojalain mukaan tuotteen saa virheellisenä (turvallisuusvaatimusten vastaisena) palauttaa ostopaikkaan, jotta myyjä voi korjata sen vaatimusten mukaiseksi. Ellei korjausta voida tehdä, myyjällä on oikeus antaa korvaava tuote tilalle tai viime kädessä kaupan saa purkaa. Menettelystä on kerrottu tarkemmin kuluttajansuojalaissa.;J. Kärkkäinen Oy (Suomi Trading),Vähittäismyyjä,Ollilanojankatu 2,84100,YLIVIESKA;;Tuotteen sisälle pääsi koteloinnin pitävyyskokeessa runsaasti vettä aiheutten sähköiskun vaaran.;Tukesin päätöksellä tuote on määrätty poistettavaksi markkinoilta.
06.03.2014;Vinga;75.514;DS-30W, 220-240V, Class I, IP65;Valaisimet ja valaisintarvikkeet;Käsivalaisin;7331942012114;Sähköisku;Markkinoilta poisto;PER-20131203-02;http://marek.tukes.fi/Tuote.aspx?kuvaid=21946,http://marek.tukes.fi/Tuote.aspx?kuvaid=21947,http://marek.tukes.fi/Tuote.aspx?kuvaid=21948;Määräyksellä poistaa tuote markkinoilta maahantuoja on velvoitettu lopettamaan tuotteen myynnin ja muun luovuttamisen sekä keräämään sen pois myynnistä. Kuluttajasuojalain mukaan tuotteen saa virheellisenä (turvallisuusvaatimusten vastaisena) palauttaa ostopaikkaan, jotta myyjä voi korjata sen vaatimusten mukaiseksi. Ellei korjausta voida tehdä, myyjällä on oikeus antaa korvaava tuote tilalle tai viime kädessä kaupan saa purkaa. Menettelystä on kerrottu tarkemmin kuluttajansuojalaissa.;Ahlsell Oy ,Maahantuoja,Kallionopontie 1,05620,HYVINKÄÄ;;Laitteen kotelointiluokka ei täyttynyt testiolosuhteissa, jolloin laitteen sisälle pääsi vettä.;Tukesin päätöksellä tuote on määrätty poistettavaksi markkinoilta.
06.03.2014;Trust;18162;Input: 220-240V 50/60Hz 3.5A  Output: 220-240V 50/60Hz 600VA/300W.;Atk- ja toimistolaitteet;UPS-laite;8713349181623;Sähköisku,Palo;Markkinoilta poisto;PER-20131107-04;http://marek.tukes.fi/Tuote.aspx?kuvaid=21524,http://marek.tukes.fi/Tuote.aspx?kuvaid=21525,http://marek.tukes.fi/Tuote.aspx?kuvaid=21526;Määräyksellä poistaa tuote markkinoilta maahantuoja on velvoitettu lopettamaan tuotteen myynnin ja muun luovuttamisen sekä keräämään sen pois myynnistä. Kuluttajasuojalain mukaan tuotteen saa virheellisenä (turvallisuusvaatimusten vastaisena) palauttaa ostopaikkaan, jotta myyjä voi korjata sen vaatimusten mukaiseksi. Ellei korjausta voida tehdä, myyjällä on oikeus antaa korvaava tuote tilalle tai viime kädessä kaupan saa purkaa. Menettelystä on kerrottu tarkemmin kuluttajansuojalaissa.;Pan Vision Finland Oy Toptronics,Maahantuoja,Rieskalähteentie 75,20300,TURKU;;Tuotteen kotelo ei täytä standardien EN 62040 ja EN 60950 mukaisia palonkestoisuusvaatimuksia. Eristys ensiö- ja toisiopiirin välillä ei täytä standardissa EN 60950 annettuja vaatimuksia.;Tukesin päätöksellä tuote on määrätty poistettavaksi markkinoilta.
06.03.2014;Zodiak;2602A;40W-E27, 220-240V, Ik II, IP54;Valaisimet ja valaisintarvikkeet;Seinävalaisin;6438168074139;Sähköisku,Palo;Markkinoilta poisto;YNS-20131125-02;http://marek.tukes.fi/Tuote.aspx?kuvaid=21870,http://marek.tukes.fi/Tuote.aspx?kuvaid=21871,http://marek.tukes.fi/Tuote.aspx?kuvaid=21872;Määräyksellä poistaa tuote markkinoilta maahantuoja on velvoitettu lopettamaan tuotteen myynnin ja muun luovuttamisen sekä keräämään sen pois myynnistä. Kuluttajasuojalain mukaan tuotteen saa virheellisenä (turvallisuusvaatimusten vastaisena) palauttaa ostopaikkaan, jotta myyjä voi korjata sen vaatimusten mukaiseksi. Ellei korjausta voida tehdä, myyjällä on oikeus antaa korvaava tuote tilalle tai viime kädessä kaupan saa purkaa. Menettelystä on kerrottu tarkemmin kuluttajansuojalaissa.;Scandic Trading House Oy Ltd ,Maahantuoja,Yrittäjänkaari 7,30420,FORSSA;;Valaisin ei täytä kotelointiluokan IP54 vaatimuksia.;Tukesin päätöksellä tuote on määrätty poistettavaksi markkinoilta.
06.03.2014;Zodiak;2602KV;40W-E27, 220-240V, Ik II, IP54;Valaisimet ja valaisintarvikkeet;Katto- tai seinävalaisin;6438168074092;Sähköisku;Markkinoilta poisto;YNS-20131125-03;http://marek.tukes.fi/Tuote.aspx?kuvaid=21867,http://marek.tukes.fi/Tuote.aspx?kuvaid=21868,http://marek.tukes.fi/Tuote.aspx?kuvaid=21869;Määräyksellä poistaa tuote markkinoilta maahantuoja on velvoitettu lopettamaan tuotteen myynnin ja muun luovuttamisen sekä keräämään sen pois myynnistä. Kuluttajasuojalain mukaan tuotteen saa virheellisenä (turvallisuusvaatimusten vastaisena) palauttaa ostopaikkaan, jotta myyjä voi korjata sen vaatimusten mukaiseksi. Ellei korjausta voida tehdä, myyjällä on oikeus antaa korvaava tuote tilalle tai viime kädessä kaupan saa purkaa. Menettelystä on kerrottu tarkemmin kuluttajansuojalaissa.;Scandic Trading House Oy Ltd ,Maahantuoja,Yrittäjänkaari 7,30420,FORSSA;;Valaisin ei täytä kotelointiluokan IP54 vaatimuksia.;Tukesin päätöksellä tuote on määrätty poistettavaksi markkinoilta.
06.03.2014;Komodo;45503;230V, 20W, 0,09A;Lämmittimet, ilmastointi;Terraariolämmitin;5023556455037;Sähköisku;Myyntikielto;PER-20131111-03;http://marek.tukes.fi/Tuote.aspx?kuvaid=21457,http://marek.tukes.fi/Tuote.aspx?kuvaid=21458,http://marek.tukes.fi/Tuote.aspx?kuvaid=21459;Myyntikieltopäätöksellä maahantuoja on määrätty lopettamaan tuotteen myynnin ja muun luovuttamisen eli uudet toimitukset jälleenmyyjille. Koska tuotteesta ei aiheudu välitöntä vaaraa hengelle, terveydelle tai omaisuudelle, maahantuojaa ei ole velvoitettu keräämään tätä tuotetta pois jälleenmyyjiltä tai loppukäyttäjiltä. Kuluttaja voi kuitenkin kuluttajasuojalain mukaan palauttaa tuotteen virheellisenä (turvallisuusvaatimusten vastaisena) ostopaikkaan, jotta myyjä voi korjata sen vaatimusten mukaiseksi. Ellei korjausta voi tehdä, on myyjällä oikeus antaa korvaava tuote tilalle tai viime kädessä kaupan saa purkaa. Menettelystä on kerrottu tarkemmin kuluttajansuojalaissa.;Tmi Tiina Hirvonen Suomen Matelijatukku, Suomen Eläintukku  ,Maahantuoja,Hirvimajantie 123 ,05820,HYVINKÄÄ;;Tuote ei täytä tuotestandardin mukaisia jännitelujuusvaatimuksia.;Tukesin päätöksellä tuotteelle on asetettu myyntikielto.
06.03.2014;Airam Airaflood 4116083;A1ULJA;DS-30W, 220-240V, Class I, IP65;Valaisimet ja valaisintarvikkeet;Valonheitin, LED;6435200180315;Sähköisku;Markkinoilta poisto;PER-20131202-02;http://marek.tukes.fi/Tuote.aspx?kuvaid=21987,http://marek.tukes.fi/Tuote.aspx?kuvaid=21988,http://marek.tukes.fi/Tuote.aspx?kuvaid=21989;Määräyksellä poistaa tuote markkinoilta maahantuoja on velvoitettu lopettamaan tuotteen myynnin ja muun luovuttamisen sekä keräämään sen pois myynnistä. Kuluttajasuojalain mukaan tuotteen saa virheellisenä (turvallisuusvaatimusten vastaisena) palauttaa ostopaikkaan, jotta myyjä voi korjata sen vaatimusten mukaiseksi. Ellei korjausta voida tehdä, myyjällä on oikeus antaa korvaava tuote tilalle tai viime kädessä kaupan saa purkaa. Menettelystä on kerrottu tarkemmin kuluttajansuojalaissa.;Airam Electric Oy Ab ,Maahantuoja,Sementtitehtaankatu 6,04260,KERAVA;;Laitteessa on riittämätön eristys aiheuttaen sähköiskun vaaran. Lisäksi laitteen maadoitus saattaa vaarantua sisäisen rakenteen vuoksi.;Tukesin päätöksellä tuote on määrätty poistettavaksi markkinoilta.
